time,step,P_cond_W,P_fric_W,scale,frac_wp,frac_tool,tool_pos_x,tool_pos_y,tool_vel_x,tool_vel_y,tool_Tmin,tool_Tmax,wp_Tmin,wp_Tmax,wp_Tavg,contact_iters,rel_force,rel_power
0.000000000000000e+00,0,0.000000000000000e+00,0.000000000000000e+00,1.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-1.958777350403768e-06,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,3.000000000000000e+02,3.000000000000000e+02,3.000000000000000e+02,3.000000000000000e+02,3.000000000000000e+02,0,0.000000000000000e+00,0.000000000000000e+00
4.999999999999994e-08,1,4.734011767331669e-08,4.276595970077133e+01,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-1.875444017070429e-06,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000019351313640e+02,3.000000000000000e+02,3.000083221974415e+02,3.000000005663897e+02,1,0.000000000000000e+00,0.000000000000000e+00
9.999999999999973e-08,2,1.037539354194539e-07,4.451607735946952e+01,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-1.792110683737104e-06,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000041446569605e+02,3.000000000000000e+02,3.000181609315754e+02,3.000000012367088e+02,1,0.000000000000000e+00,0.000000000000000e+00
1.500000000000003e-07,3,1.617028346022771e-07,4.431262710033626e+01,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-1.708777350403779e-06,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000062956549110e+02,3.000000000000000e+02,3.000282030626973e+02,3.000000019216653e+02,1,0.000000000000000e+00,0.000000000000000e+00
2.000000000000014e-07,4,2.212914760227830e-07,4.752837378555169e+01,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-1.625444017070453e-06,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000084032175333e+02,3.000000000000000e+02,3.000384777698061e+02,3.000000026232559e+02,1,0.000000000000000e+00,0.000000000000000e+00
2.500000000000019e-07,5,2.857286951454006e-07,4.370803915048872e+01,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-1.542110683737128e-06,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000104034876328e+02,3.000000000000000e+02,3.000494333050731e+02,3.000000033720074e+02,1,0.000000000000000e+00,0.000000000000000e+00
3.000000000000004e-07,6,1.136340616369764e-06,4.862885257931210e+01,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-1.458777350403802e-06,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000121627422026e+02,3.000000000000000e+02,3.001774824445540e+02,3.000000120888411e+02,1,0.000000000000000e+00,0.000000000000000e+00
3.499999999999989e-07,7,5.300745991225729e-06,6.023015748079603e+01,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-1.375444017070477e-06,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000145796543742e+02,3.000000000000000e+02,3.007857028933096e+02,3.000000534977561e+02,1,0.000000000000000e+00,0.000000000000000e+00
3.999999999999973e-07,8,1.079108365844739e-05,7.709478236759492e+01,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-1.292110683737151e-06,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000175245141952e+02,3.000000000000000e+02,3.015843548846572e+02,3.000001079188739e+02,1,0.000000000000000e+00,0.000000000000000e+00
4.499999999999958e-07,9,1.741143416059819e-05,8.555419643861980e+01,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-1.208777350403826e-06,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000212856018186e+02,3.000000000000000e+02,3.025495627112309e+02,3.000001737397902e+02,1,0.000000000000000e+00,0.000000000000000e+00
4.999999999999967e-07,10,2.518649435297295e-05,1.011930627275046e+02,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-1.125444017070500e-06,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000254604355940e+02,3.000000000000000e+02,3.036827019698720e+02,3.000002510695261e+02,1,0.000000000000000e+00,0.000000000000000e+00
5.500000000000005e-07,11,3.364070601524884e-05,1.160596596050637e+02,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-1.042110683737175e-06,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000303667474316e+02,3.000000000000000e+02,3.049160120240128e+02,3.000003353195232e+02,1,0.000000000000000e+00,0.000000000000000e+00
6.000000000000042e-07,12,4.278436987412452e-05,1.297147024847031e+02,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-9.587773504038493e-07,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000359264351616e+02,3.000000000000000e+02,3.062516267408710e+02,3.000004272932460e+02,1,0.000000000000000e+00,0.000000000000000e+00
6.500000000000080e-07,13,5.266761991820976e-05,1.381603642949647e+02,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-8.754440170705138e-07,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000420112347239e+02,3.000000000000000e+02,3.076962914279675e+02,3.000005378879839e+02,1,0.000000000000000e+00,0.000000000000000e+00
7.000000000000117e-07,14,6.270210659469543e-05,1.147536848498698e+02,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-7.921106837371778e-07,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000472869052469e+02,3.000000000000000e+02,3.090758959270555e+02,3.000006669923193e+02,1,0.000000000000000e+00,0.000000000000000e+00
7.500000000000155e-07,15,7.248449830734341e-05,1.054286237306707e+02,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-7.087773504038417e-07,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000506543231506e+02,3.000000000000000e+02,3.099719884494161e+02,3.000007941846652e+02,1,0.000000000000000e+00,0.000000000000000e+00
8.000000000000192e-07,16,8.186087997813362e-05,9.824312777236818e+01,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-6.254440170705056e-07,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000532715349584e+02,3.000000000000000e+02,3.107556289500898e+02,3.000009159859936e+02,1,0.000000000000000e+00,0.000000000000000e+00
8.500000000000230e-07,17,9.055655611437486e-05,9.200197900057938e+01,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-5.421106837371696e-07,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000552954183444e+02,3.000000000000000e+02,3.114575966324764e+02,3.000010287847401e+02,1,0.000000000000000e+00,0.000000000000000e+00
9.000000000000267e-07,18,9.869468960867689e-05,9.279602888956880e+01,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-4.587773504038347e-07,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000571150623401e+02,3.000000000000000e+02,3.121012422854538e+02,3.000011345430177e+02,1,0.000000000000000e+00,0.000000000000000e+00
9.500000000000305e-07,19,1.065335625963569e-04,8.854905810943778e+01,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-3.754440170705039e-07,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000585531772375e+02,3.000000000000000e+02,3.127126577416680e+02,3.000012366824209e+02,1,0.000000000000000e+00,0.000000000000000e+00
1.000000000000034e-06,20,1.146985210706537e-04,8.816727103420240e+01,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-2.921106837371731e-07,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000599703543412e+02,3.000000000000000e+02,3.133406931683229e+02,3.000013433407734e+02,1,0.000000000000000e+00,0.000000000000000e+00
1.050000000000038e-06,21,1.234231062984732e-04,9.355142006144915e+01,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-2.087773504038414e-07,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000614925116411e+02,3.000000000000000e+02,3.140056068117483e+02,3.000014574093551e+02,1,0.000000000000000e+00,0.000000000000000e+00
1.100000000000042e-06,22,1.326418366186363e-04,1.068885412645584e+02,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-1.254440170705080e-07,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000635919988787e+02,3.000000000000000e+02,3.147002834163451e+02,3.000015783470585e+02,1,0.000000000000000e+00,0.000000000000000e+00
1.150000000000046e-06,23,1.440453803041548e-04,1.259337177392912e+02,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,-4.211068373717456e-08,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000665275819886e+02,3.000000000000000e+02,3.155510437233117e+02,3.000017274479458e+02,1,0.000000000000000e+00,0.000000000000000e+00
1.200000000000049e-06,24,1.578477301647135e-04,1.604292254397463e+02,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,4.122264959615884e-08,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000711204096173e+02,3.000000000000000e+02,3.165769829680590e+02,3.000019087281818e+02,1,0.000000000000000e+00,0.000000000000000e+00
1.250000000000053e-06,25,1.736978031847593e-04,1.937966531391298e+02,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,1.245559829294922e-07,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000773757253399e+02,3.000000000000000e+02,3.177470922817350e+02,3.000021239329667e+02,1,0.000000000000000e+00,0.000000000000000e+00
1.300000000000057e-06,26,1.913220842529132e-04,2.267469704365716e+02,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,2.078893162628257e-07,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000850633226720e+02,3.000000000000000e+02,3.190203615912425e+02,3.000023910078345e+02,1,0.000000000000000e+00,0.000000000000000e+00
1.350000000000061e-06,27,2.101385677879082e-04,2.343223546193363e+02,1.000000000000000e+00,8.000000000000000e-01,2.000000000000000e-01,2.912226495961574e-07,-7.512982179781362e-05,1.666666666666667e+00,0.000000000000000e+00,2.981500000000000e+02,3.000932748978476e+02,3.000000000000000e+02,3.203444135133506e+02,3.000026992545022e+02,1,0.000000000000000e+00,0.000000000000000e+00
