time_s,max_T_C,min_T_C,max_abs_dTdt_C_per_min,conv_ramp
3270,660.276,27.3231,1253.57,4.02177e-05
3276,659.965,27.3259,1250.91,4.02335e-05
3282,659.655,27.3286,1248.25,4.02492e-05
3288,659.344,27.3314,1245.59,4.0265e-05
3294,659.033,27.3341,1242.93,4.02807e-05
3300,658.722,27.3369,1240.27,4.02966e-05
3306,658.411,27.3398,1237.62,4.03124e-05
3312,658.107,27.3426,1234.97,4.03282e-05
3318,657.812,27.3455,1232.32,4.03437e-05
3324,657.516,27.3483,1229.67,4.03588e-05
3330,657.219,27.3512,1227.02,4.0374e-05
3336,656.923,27.3541,1224.38,4.03891e-05
3342,656.627,27.357,1221.74,4.04043e-05
3348,656.33,27.36,1219.1,4.04195e-05
3354,656.034,27.363,1216.47,4.04347e-05
3360,655.737,27.3659,1213.84,4.04499e-05
3366,655.44,27.3689,1211.22,4.04652e-05
3372,655.143,27.372,1208.59,4.04805e-05
3378,654.845,27.375,1205.97,4.04958e-05
3384,654.548,27.3781,1203.36,4.05111e-05
3390,654.25,27.3811,1200.74,4.05264e-05
3396,653.953,27.3842,1198.13,4.05418e-05
3402,653.655,27.3873,1195.53,4.05572e-05
3408,653.357,27.3905,1192.92,4.05726e-05
3414,653.059,27.3936,1190.32,4.0588e-05
3420,652.76,27.3968,1187.72,4.06035e-05
3426,652.462,27.4,1185.13,4.06189e-05
3432,652.164,27.4032,1182.53,4.06344e-05
3438,651.865,27.4065,1179.95,4.06499e-05
3444,651.566,27.4097,1177.36,4.06655e-05
3450,651.267,27.413,1174.78,4.0681e-05
3456,650.968,27.4163,1172.2,4.06966e-05
3462,650.669,27.4196,1169.62,4.07122e-05
3468,650.369,27.423,1167.05,4.07279e-05
3474,650.07,27.4263,1164.48,4.07435e-05
3480,649.77,27.4297,1161.91,4.07592e-05
3486,649.47,27.4331,1159.35,4.07749e-05
3492,649.17,27.4365,1156.78,4.07906e-05
3498,648.87,27.44,1154.23,4.08064e-05
3504,648.569,27.4434,1151.67,4.08221e-05
3510,648.269,27.4469,1149.12,4.08379e-05
3516,647.968,27.4504,1146.57,4.08537e-05
3522,647.668,27.454,1144.02,4.08696e-05
3528,647.367,27.4575,1141.48,4.08854e-05
3534,647.066,27.4611,1138.94,4.09013e-05
3540,646.764,27.4647,1136.4,4.09172e-05
3546,646.463,27.4683,1133.87,4.09331e-05
3552,646.162,27.472,1131.33,4.09491e-05
3558,645.86,27.4757,1128.8,4.0965e-05
3564,645.558,27.4794,1126.28,4.0981e-05
3570,645.256,27.4831,1123.76,4.09971e-05
3576,644.954,27.4868,1121.24,4.10131e-05
3582,644.652,27.4906,1118.72,4.10292e-05
3588,644.35,27.4944,1116.21,4.10452e-05
3594,644.047,27.4982,1113.69,4.10614e-05
3600,643.744,27.502,1111.19,4.10775e-05
3606,643.442,27.5059,1108.68,4.10937e-05
3612,643.139,27.5098,1106.18,4.11098e-05
3618,642.836,27.5137,1103.68,4.1126e-05
3624,642.532,27.5176,1101.18,4.11423e-05
3630,642.229,27.5216,1098.69,4.11585e-05
3636,641.925,27.5255,1096.2,4.11748e-05
3642,641.622,27.5296,1093.71,4.11911e-05
3648,641.319,27.5336,1091.22,4.12074e-05
3654,641.019,27.5377,1088.74,4.12237e-05
3660,640.719,27.5417,1086.26,4.12399e-05
3666,640.419,27.5459,1083.79,4.1256e-05
3672,640.118,27.55,1081.31,4.12723e-05
3678,639.818,27.5542,1078.84,4.12885e-05
3684,639.517,27.5583,1076.37,4.13047e-05
3690,639.216,27.5626,1073.91,4.1321e-05
3696,638.914,27.5668,1071.45,4.13373e-05
3702,638.613,27.5711,1068.99,4.13537e-05
3708,638.311,27.5754,1066.53,4.137e-05
3714,638.01,27.5797,1064.08,4.13864e-05
3720,637.708,27.584,1061.62,4.14028e-05
3726,637.405,27.5884,1059.18,4.14193e-05
3732,637.103,27.5928,1056.73,4.14357e-05
3738,636.8,27.5973,1054.29,4.14522e-05
3744,636.498,27.6017,1051.85,4.14687e-05
3750,636.195,27.6062,1049.41,4.14853e-05
3756,635.892,27.6107,1046.98,4.15019e-05
3762,635.588,27.6153,1044.55,4.15185e-05
3768,635.285,27.6199,1042.12,4.15351e-05
3774,634.981,27.6245,1039.69,4.15517e-05
3780,634.677,27.6291,1037.27,4.15684e-05
3786,634.373,27.6338,1034.85,4.15851e-05
3792,634.069,27.6385,1032.43,4.16019e-05
3798,633.765,27.6432,1030.02,4.16186e-05
3804,633.46,27.6479,1027.6,4.16354e-05
3810,633.155,27.6527,1025.19,4.16522e-05
3816,632.85,27.6575,1022.79,4.1669e-05
3822,632.545,27.6624,1020.38,4.16859e-05
3828,632.24,27.6673,1017.98,4.17028e-05
3834,631.934,27.6722,1015.59,4.17197e-05
3840,631.629,27.6771,1013.19,4.17367e-05
3846,631.323,27.6821,1010.8,4.17536e-05
3852,631.017,27.6871,1008.41,4.17707e-05
3858,630.71,27.6921,1006.02,4.17877e-05
3864,630.404,27.6972,1003.64,4.18047e-05
3870,630.097,27.7022,1001.25,4.18218e-05
3876,629.791,27.7074,998.874,4.18389e-05
3882,629.484,27.7125,996.499,4.18561e-05
3888,629.177,27.7177,994.128,4.18732e-05
3894,628.87,27.7229,991.76,4.18904e-05
3900,628.563,27.7282,989.395,4.19076e-05
3906,628.256,27.7334,987.035,4.19248e-05
3912,627.949,27.7387,984.678,4.1942e-05
3918,627.642,27.7441,982.325,4.19593e-05
3924,627.335,27.7495,979.975,4.19766e-05
3930,627.028,27.7549,977.629,4.19939e-05
3936,626.721,27.7603,975.286,4.20112e-05
3942,626.413,27.7657,972.948,4.20285e-05
3948,626.106,27.7712,970.612,4.20459e-05
3954,625.798,27.7768,968.281,4.20633e-05
3960,625.491,27.7823,965.953,4.20807e-05
3966,625.183,27.7879,963.628,4.20981e-05
3972,624.876,27.7936,961.307,4.21155e-05
3978,624.568,27.7992,958.99,4.2133e-05
3984,624.26,27.8049,956.676,4.21505e-05
3990,623.952,27.8106,954.366,4.2168e-05
3996,623.644,27.8164,952.059,4.21855e-05
4002,623.336,27.8222,949.755,4.22031e-05
4008,623.028,27.828,947.455,4.22206e-05
4014,622.72,27.8339,945.159,4.22382e-05
4020,622.412,27.8398,942.866,4.22559e-05
4026,622.104,27.8457,940.577,4.22735e-05
4032,621.796,27.8516,938.291,4.22912e-05
4038,621.487,27.8576,936.008,4.23088e-05
4044,621.179,27.8637,933.729,4.23266e-05
4050,620.87,27.8697,931.453,4.23443e-05
4056,620.562,27.8759,929.181,4.2362e-05
4062,620.253,27.882,926.912,4.23798e-05
4068,619.944,27.8882,924.647,4.23976e-05
4074,619.635,27.8944,922.385,4.24154e-05
4080,619.326,27.9006,920.126,4.24333e-05
4086,619.018,27.9069,917.871,4.24511e-05
4092,618.708,27.9132,915.619,4.2469e-05
4098,618.399,27.9196,913.37,4.24869e-05
4104,618.09,27.926,911.125,4.25048e-05
4110,617.781,27.9324,908.883,4.25228e-05
4116,617.472,27.9389,906.645,4.25408e-05
4122,617.162,27.9454,904.409,4.25588e-05
4128,616.853,27.9519,902.178,4.25768e-05
4134,616.543,27.9585,899.949,4.25948e-05
4140,616.233,27.9651,897.724,4.26129e-05
4146,615.924,27.9718,895.502,4.2631e-05
4152,615.614,27.9785,893.283,4.26491e-05
4158,615.304,27.9852,891.067,4.26673e-05
4164,614.994,27.992,888.855,4.26854e-05
4170,614.684,27.9988,886.646,4.27036e-05
4176,614.374,28.0056,884.441,4.27218e-05
4182,614.063,28.0125,882.238,4.27401e-05
4188,613.753,28.0195,880.039,4.27583e-05
4194,613.443,28.0264,877.843,4.27766e-05
4200,613.132,28.0334,875.65,4.27949e-05
4206,612.822,28.0405,873.461,4.28133e-05
4212,612.511,28.0476,871.274,4.28316e-05
4218,612.2,28.0547,869.091,4.285e-05
4224,611.889,28.0619,866.911,4.28684e-05
4230,611.578,28.0691,864.735,4.28868e-05
4236,611.267,28.0763,862.562,4.29053e-05
4242,610.957,28.0836,860.393,4.29238e-05
4248,610.646,28.091,858.227,4.29423e-05
4254,610.335,28.0983,856.066,4.29608e-05
4260,610.024,28.1057,853.908,4.29793e-05
4266,609.713,28.1132,851.753,4.29979e-05
4272,609.402,28.1207,849.603,4.30164e-05
4278,609.091,28.1282,847.456,4.3035e-05
4284,608.78,28.1358,845.312,4.30537e-05
4290,608.469,28.1434,843.173,4.30723e-05
4296,608.161,28.1511,841.036,4.3091e-05
4302,607.859,28.1588,838.904,4.31094e-05
4308,607.557,28.1665,836.775,4.31276e-05
4314,607.255,28.1743,834.65,4.31457e-05
4320,606.953,28.1821,832.528,4.31639e-05
4326,606.67,28.19,830.41,4.31821e-05
4332,606.39,28.1979,828.295,4.31992e-05
4338,606.109,28.2059,826.184,4.32162e-05
4344,605.829,28.2139,824.077,4.32331e-05
4350,605.548,28.2219,821.973,4.32501e-05
4356,605.267,28.23,819.872,4.32671e-05
4362,604.986,28.2381,817.775,4.32841e-05
4368,604.705,28.2463,815.682,4.33012e-05
4374,604.424,28.2545,813.592,4.33183e-05
4380,604.143,28.2627,811.505,4.33354e-05
4386,603.861,28.2711,809.422,4.33525e-05
4392,603.58,28.2794,807.342,4.33697e-05
4398,603.298,28.2878,805.266,4.33868e-05
4404,603.016,28.2962,803.193,4.3404e-05
4410,602.734,28.3047,801.124,4.34213e-05
4416,602.452,28.3132,799.058,4.34385e-05
4422,602.169,28.3218,796.995,4.34558e-05
4428,601.887,28.3304,794.936,4.34731e-05
4434,601.604,28.3391,792.88,4.34904e-05
4440,601.322,28.3478,790.827,4.35078e-05
4446,601.039,28.3566,788.778,4.35252e-05
4452,600.756,28.3654,786.732,4.35426e-05
4458,600.472,28.3743,784.69,4.356e-05
4464,600.189,28.3832,782.651,4.35775e-05
4470,599.906,28.3921,780.615,4.3595e-05
4476,599.622,28.4011,778.582,4.36125e-05
4482,599.338,28.4102,776.553,4.363e-05
4488,599.054,28.4193,774.527,4.36476e-05
4494,598.77,28.4284,772.504,4.36652e-05
4500,598.486,28.4376,770.485,4.36828e-05
4506,598.202,28.4468,768.469,4.37004e-05
4512,597.918,28.4561,766.457,4.37181e-05
4518,597.633,28.4655,764.448,4.37357e-05
4524,597.349,28.4748,762.443,4.37535e-05
4530,597.064,28.4843,760.441,4.37712e-05
4536,596.78,28.4937,758.442,4.37889e-05
4542,596.495,28.5033,756.447,4.38067e-05
4548,596.21,28.5129,754.456,4.38245e-05
4554,595.925,28.5225,752.467,4.38424e-05
4560,595.64,28.5322,750.483,4.38602e-05
4566,595.354,28.5419,748.501,4.38781e-05
4572,595.069,28.5517,746.523,4.3896e-05
4578,594.784,28.5615,744.548,4.39139e-05
4584,594.513,28.5714,742.577,4.39319e-05
4590,594.262,28.5813,740.609,4.39489e-05
4596,594.011,28.5913,738.645,4.39647e-05
4602,593.76,28.6013,736.683,4.39805e-05
4608,593.508,28.6114,734.725,4.39964e-05
4614,593.257,28.6216,733.254,4.40123e-05
4620,593.005,28.6317,731.831,4.40282e-05
4626,592.753,28.642,730.41,4.40441e-05
4632,592.501,28.6523,728.989,4.40601e-05
4638,592.249,28.6626,727.57,4.4076e-05
4644,591.996,28.673,726.151,4.40921e-05
4650,591.743,28.6835,724.733,4.41081e-05
4656,591.491,28.694,723.316,4.41241e-05
4662,591.238,28.7045,721.9,4.41402e-05
4668,590.984,28.7152,720.485,4.41563e-05
4674,590.731,28.7258,719.071,4.41725e-05
4680,590.477,28.7365,717.658,4.41886e-05
4686,590.224,28.7473,716.245,4.42048e-05
4692,589.97,28.7582,714.834,4.4221e-05
4698,589.716,28.769,713.423,4.42373e-05
4704,589.461,28.78,712.014,4.42535e-05
4710,589.207,28.791,710.605,4.42698e-05
4716,588.952,28.802,709.197,4.42862e-05
4722,588.697,28.8131,707.79,4.43025e-05
4728,588.442,28.8243,706.384,4.43189e-05
4734,588.187,28.8355,704.979,4.43353e-05
4740,587.931,28.8468,703.575,4.43517e-05
4746,587.676,28.8581,702.171,4.43682e-05
4752,587.42,28.8695,700.769,4.43846e-05
4758,587.164,28.881,699.367,4.44011e-05
4764,586.908,28.8925,697.967,4.44177e-05
4770,586.651,28.904,696.567,4.44342e-05
4776,586.395,28.9157,695.169,4.44508e-05
4782,586.138,28.9273,693.771,4.44674e-05
4788,585.882,28.9391,692.375,4.44841e-05
4794,585.625,28.9509,690.979,4.45007e-05
4800,585.367,28.9627,689.585,4.45174e-05
4806,585.11,28.9746,688.191,4.45341e-05
4812,584.853,28.9866,686.799,4.45509e-05
4818,584.595,28.9986,685.407,4.45676e-05
4824,584.337,29.0107,684.017,4.45844e-05
4830,584.079,29.0228,682.627,4.46013e-05
4836,583.821,29.035,681.238,4.46181e-05
4842,583.562,29.0473,679.851,4.4635e-05
4848,583.304,29.0596,678.464,4.46519e-05
4854,583.045,29.072,677.078,4.46688e-05
4860,582.786,29.0844,675.693,4.46858e-05
4866,582.527,29.0969,674.31,4.47028e-05
4872,582.268,29.1095,672.927,4.47198e-05
4878,582.008,29.1221,671.545,4.47368e-05
4884,581.748,29.1348,670.164,4.47539e-05
4890,581.489,29.1476,668.784,4.4771e-05
4896,581.229,29.1604,667.404,4.47881e-05
4902,580.968,29.1732,666.026,4.48053e-05
4908,580.708,29.1862,664.649,4.48224e-05
4914,580.447,29.1992,663.272,4.48397e-05
4920,580.187,29.2122,661.897,4.48569e-05
4926,579.926,29.2254,660.522,4.48742e-05
4932,579.664,29.2385,659.149,4.48915e-05
4938,579.403,29.2518,657.776,4.49088e-05
4944,579.142,29.2651,656.404,4.49261e-05
4950,578.88,29.2785,655.034,4.49435e-05
4956,578.618,29.2919,653.664,4.49609e-05
4962,578.356,29.3054,652.296,4.49783e-05
4968,578.094,29.319,650.929,4.49958e-05
4974,577.832,29.3326,649.563,4.50133e-05
4980,577.57,29.3463,648.197,4.50308e-05
4986,577.307,29.36,646.833,4.50483e-05
4992,577.044,29.3738,645.47,4.50659e-05
4998,576.781,29.3877,644.108,4.50835e-05
5004,576.518,29.4017,642.747,4.51011e-05
5010,576.255,29.4157,641.387,4.51187e-05
5016,575.992,29.4298,640.028,4.51364e-05
5022,575.728,29.4439,638.67,4.51541e-05
5028,575.464,29.4581,637.313,4.51719e-05
5034,575.2,29.4724,635.958,4.51896e-05
5040,574.936,29.4867,634.603,4.52074e-05
5046,574.672,29.5011,633.249,4.52252e-05
5052,574.408,29.5156,631.896,4.52431e-05
5058,574.147,29.5301,630.544,4.5261e-05
5064,573.886,29.5447,629.193,4.52786e-05
5070,573.626,29.5594,627.843,4.52962e-05
5076,573.365,29.5741,626.494,4.53139e-05
5082,573.104,29.5889,625.146,4.53316e-05
5088,572.843,29.6038,623.799,4.53493e-05
5094,572.582,29.6187,622.453,4.5367e-05
5100,572.32,29.6338,621.108,4.53848e-05
5106,572.059,29.6488,619.764,4.54026e-05
5112,571.797,29.664,618.42,4.54205e-05
5118,571.535,29.6792,617.078,4.54383e-05
5124,571.273,29.6945,615.803,4.54562e-05
5130,571.01,29.7099,615.338,4.54742e-05
5136,570.748,29.7253,614.87,4.54921e-05
5142,570.485,29.7408,614.4,4.55101e-05
5148,570.222,29.7564,613.928,4.55281e-05
5154,569.959,29.772,613.453,4.55462e-05
5160,569.695,29.7877,612.977,4.55643e-05
5166,569.432,29.8035,612.498,4.55824e-05
5172,569.168,29.8194,612.017,4.56005e-05
5178,568.904,29.8353,611.533,4.56187e-05
5184,568.64,29.8513,611.048,4.56369e-05
5190,568.375,29.8673,610.56,4.56551e-05
5196,568.111,29.8835,610.07,4.56734e-05
5202,567.846,29.8997,609.578,4.56917e-05
5208,567.581,29.916,609.083,4.571e-05
5214,567.316,29.9323,608.586,4.57284e-05
5220,567.051,29.9487,608.087,4.57468e-05
5226,566.785,29.9652,607.586,4.57652e-05
5232,566.519,29.9818,607.082,4.57836e-05
5238,566.254,29.9985,606.576,4.58021e-05
5244,565.987,30.0152,606.067,4.58206e-05
5250,565.721,30.032,605.556,4.58392e-05
5256,565.454,30.0488,605.043,4.58578e-05
5262,565.188,30.0658,604.527,4.58764e-05
5268,564.921,30.0828,604.009,4.5895e-05
5274,564.654,30.0999,603.489,4.59137e-05
5280,564.386,30.1171,602.966,4.59324e-05
5286,564.118,30.1343,602.441,4.59512e-05
5292,563.851,30.1516,601.914,4.597e-05
5298,563.583,30.169,601.384,4.59888e-05
5304,563.315,30.1865,600.852,4.60076e-05
5310,563.046,30.204,600.318,4.60265e-05
5316,562.778,30.2216,599.781,4.60454e-05
5322,562.509,30.2393,599.242,4.60643e-05
5328,562.246,30.257,598.701,4.60833e-05
5334,561.982,30.2749,598.158,4.61019e-05
5340,561.719,30.2928,597.612,4.61205e-05
5346,561.455,30.3107,597.063,4.61392e-05
5352,561.192,30.3288,596.513,4.61579e-05
5358,560.928,30.3469,595.96,4.61766e-05
5364,560.664,30.3651,595.405,4.61953e-05
5370,560.399,30.3834,594.847,4.62141e-05
5376,560.135,30.4017,594.287,4.62329e-05
5382,559.87,30.4201,593.725,4.62517e-05
5388,559.606,30.4386,593.16,4.62706e-05
5394,559.341,30.4572,592.593,4.62895e-05
5400,559.076,30.4759,592.024,4.63084e-05
5406,558.811,30.4946,591.452,4.63274e-05
5412,558.55,30.5134,590.878,4.63463e-05
5418,558.289,30.5323,590.301,4.6365e-05
5424,558.029,30.5512,589.722,4.63837e-05
5430,557.768,30.5702,589.141,4.64024e-05
5436,557.506,30.5894,588.557,4.64212e-05
5442,557.245,30.6085,587.971,4.644e-05
5448,556.983,30.6278,587.382,4.64588e-05
5454,556.722,30.6472,586.791,4.64776e-05
5460,556.46,30.6666,586.198,4.64965e-05
5466,556.198,30.6861,585.602,4.65154e-05
5472,555.935,30.7057,585.004,4.65344e-05
5478,555.673,30.7253,584.403,4.65533e-05
5484,555.41,30.7451,583.8,4.65724e-05
5490,555.147,30.7649,583.194,4.65914e-05
5496,554.884,30.7848,582.586,4.66105e-05
5502,554.62,30.8048,581.976,4.66296e-05
5508,554.357,30.8249,581.363,4.66487e-05
5514,554.093,30.845,580.748,4.66679e-05
5520,553.829,30.8652,580.13,4.66871e-05
5526,553.565,30.8856,579.51,4.67064e-05
5532,553.3,30.9059,578.888,4.67257e-05
5538,553.036,30.9264,578.263,4.6745e-05
5544,552.771,30.947,577.635,4.67644e-05
5550,552.506,30.9676,577.005,4.67838e-05
5556,552.24,30.9883,576.373,4.68032e-05
5562,551.975,31.0091,575.739,4.68226e-05
5568,551.709,31.03,575.102,4.68421e-05
5574,551.443,31.051,574.463,4.68617e-05
5580,551.177,31.072,573.822,4.68812e-05
5586,550.911,31.0932,573.178,4.69008e-05
5592,550.644,31.1144,572.532,4.69205e-05
5598,550.378,31.1356,571.884,4.69401e-05
5604,550.111,31.157,571.233,4.69598e-05
5610,549.844,31.1785,570.58,4.69796e-05
5616,549.576,31.2,569.925,4.69993e-05
5622,549.309,31.2216,569.267,4.70191e-05
5628,549.041,31.2433,568.607,4.7039e-05
5634,548.773,31.2651,567.945,4.70588e-05
5640,548.505,31.2869,567.28,4.70788e-05
5646,548.237,31.3089,566.614,4.70987e-05
5652,547.968,31.3309,565.945,4.71187e-05
5658,547.699,31.353,565.273,4.71387e-05
5664,547.43,31.3752,564.6,4.71588e-05
5670,547.163,31.3975,563.924,4.71789e-05
5676,546.898,31.4199,563.245,4.71988e-05
5682,546.632,31.4423,562.565,4.72187e-05
5688,546.366,31.4649,561.882,4.72386e-05
5694,546.099,31.4875,561.197,4.72586e-05
5700,545.833,31.5102,560.509,4.72786e-05
5706,545.566,31.533,559.82,4.72986e-05
5712,545.299,31.5559,559.128,4.73187e-05
5718,545.032,31.5789,558.433,4.73388e-05
5724,544.764,31.6019,557.737,4.7359e-05
5730,544.497,31.625,557.038,4.73791e-05
5736,544.229,31.6483,556.338,4.73994e-05
5742,543.961,31.6716,555.635,4.74196e-05
5748,543.692,31.695,554.93,4.74399e-05
5754,543.424,31.7184,554.223,4.74602e-05
5760,543.155,31.742,553.513,4.74806e-05
5766,542.886,31.7656,552.802,4.7501e-05
5772,542.617,31.7893,552.089,4.75214e-05
5778,542.348,31.8132,551.373,4.75419e-05
5784,542.078,31.8371,550.655,4.75624e-05
5790,541.808,31.861,549.936,4.7583e-05
5796,541.538,31.8851,549.214,4.76036e-05
5802,541.268,31.9093,548.49,4.76242e-05
5808,540.998,31.9335,547.764,4.76449e-05
5814,540.727,31.9578,547.036,4.76656e-05
5820,540.456,31.9822,546.306,4.76863e-05
5826,540.185,32.0067,545.573,4.77071e-05
5832,539.913,32.0313,544.839,4.77279e-05
5838,539.641,32.056,544.103,4.77488e-05
5844,539.369,32.0808,543.364,4.77697e-05
5850,539.097,32.1056,542.624,4.77907e-05
5856,538.825,32.1306,541.882,4.78117e-05
5862,538.552,32.1556,541.137,4.78327e-05
5868,538.279,32.1807,540.391,4.78538e-05
5874,538.006,32.2059,539.642,4.78749e-05
5880,537.732,32.2312,538.891,4.78961e-05
5886,537.458,32.2566,538.139,4.79173e-05
5892,537.184,32.2821,537.384,4.79385e-05
5898,536.91,32.3076,536.628,4.79598e-05
5904,536.635,32.3333,535.869,4.79812e-05
5910,536.36,32.359,535.109,4.80026e-05
5916,536.085,32.3849,534.347,4.8024e-05
5922,535.81,32.4108,533.583,4.80454e-05
5928,535.534,32.4368,532.816,4.8067e-05
5934,535.258,32.4629,532.049,4.80885e-05
5940,534.982,32.4891,531.279,4.81101e-05
5946,534.705,32.5153,530.507,4.81318e-05
5952,534.428,32.5417,529.733,4.81535e-05
5958,534.159,32.5682,528.958,4.81752e-05
5964,533.892,32.5947,528.18,4.81964e-05
5970,533.626,32.6214,527.401,4.82174e-05
5976,533.358,32.6481,526.62,4.82384e-05
5982,533.091,32.6749,525.837,4.82594e-05
5988,532.823,32.7018,525.052,4.82806e-05
5994,532.555,32.7288,524.265,4.83017e-05
6000,532.287,32.7559,523.477,4.83229e-05
6006,532.019,32.7831,522.687,4.83441e-05
6012,531.75,32.8104,521.895,4.83654e-05
6018,531.481,32.8378,521.101,4.83867e-05
6024,531.212,32.8652,520.305,4.84081e-05
6030,530.942,32.8928,519.508,4.84295e-05
6036,530.673,32.9204,518.709,4.8451e-05
6042,530.403,32.9482,517.908,4.84725e-05
6048,530.132,32.976,517.106,4.8494e-05
6054,529.862,33.0039,516.302,4.85156e-05
6060,529.591,33.0319,515.496,4.85372e-05
6066,529.32,33.06,514.688,4.85589e-05
6072,529.048,33.0882,513.879,4.85806e-05
6078,528.777,33.1165,513.068,4.86024e-05
6084,528.505,33.1449,512.255,4.86242e-05
6090,528.232,33.1734,511.441,4.86461e-05
6096,527.96,33.202,510.625,4.8668e-05
6102,527.687,33.2306,509.807,4.869e-05
6108,527.413,33.2594,508.988,4.8712e-05
6114,527.14,33.2883,508.167,4.8734e-05
6120,526.866,33.3172,507.345,4.87561e-05
6126,526.592,33.3463,506.521,4.87783e-05
6132,526.317,33.3754,505.695,4.88005e-05
6138,526.042,33.4046,504.868,4.88227e-05
6144,525.767,33.434,504.039,4.8845e-05
6150,525.492,33.4634,503.209,4.88674e-05
6156,525.216,33.4929,502.377,4.88898e-05
6162,524.94,33.5225,501.543,4.89123e-05
6168,524.663,33.5522,500.708,4.89348e-05
6174,524.386,33.582,499.872,4.89573e-05
6180,524.109,33.6119,499.033,4.898e-05
6186,523.832,33.6419,498.194,4.90026e-05
6192,523.554,33.672,497.353,4.90253e-05
6198,523.275,33.7022,496.51,4.90481e-05
6204,522.997,33.7325,495.666,4.9071e-05
6210,522.718,33.7629,494.82,4.90939e-05
6216,522.438,33.7934,493.973,4.91168e-05
6222,522.159,33.824,493.124,4.91398e-05
6228,521.878,33.8546,492.274,4.91629e-05
6234,521.598,33.8854,491.422,4.9186e-05
6240,521.317,33.9163,490.569,4.92092e-05
6246,521.035,33.9473,489.714,4.92324e-05
6252,520.754,33.9783,488.858,4.92557e-05
6258,520.472,34.0095,488.001,4.9279e-05
6264,520.189,34.0408,487.142,4.93025e-05
6270,519.906,34.0722,486.281,4.93259e-05
6276,519.622,34.1036,485.419,4.93495e-05
6282,519.339,34.1352,484.556,4.93731e-05
6288,519.054,34.1669,483.691,4.93967e-05
6294,518.77,34.1987,482.825,4.94205e-05
6300,518.484,34.2305,481.958,4.94442e-05
6306,518.199,34.2625,481.089,4.94681e-05
6312,517.913,34.2946,480.219,4.9492e-05
6318,517.626,34.3268,479.347,4.9516e-05
6324,517.339,34.3591,478.474,4.954e-05
6330,517.052,34.3915,477.599,4.95642e-05
6336,516.764,34.4239,476.724,4.95883e-05
6342,516.475,34.4565,475.846,4.96126e-05
6348,516.186,34.4892,474.968,4.96369e-05
6354,515.897,34.522,474.088,4.96613e-05
6360,515.607,34.5549,473.206,4.96858e-05
6366,515.317,34.588,472.324,4.97103e-05
6372,515.026,34.6211,471.44,4.97349e-05
6378,514.734,34.6543,470.554,4.97596e-05
6384,514.442,34.6876,469.668,4.97843e-05
6390,514.157,34.721,468.779,4.98092e-05
6396,513.874,34.7545,467.89,4.98335e-05
6402,513.591,34.7881,467,4.98575e-05
6408,513.308,34.8218,466.109,4.98817e-05
6414,513.024,34.8556,465.217,4.99059e-05
6420,512.746,34.8895,464.324,4.99301e-05
6426,512.47,34.9235,463.43,4.9954e-05
6432,512.194,34.9576,462.535,4.99776e-05
6438,511.918,34.9917,461.639,5.00012e-05
6444,511.642,35.026,460.742,5.0025e-05
6450,511.365,35.0603,459.844,5.00487e-05
6456,511.087,35.0948,458.946,5.00726e-05
6462,510.81,35.1293,458.046,5.00965e-05
6468,510.532,35.1639,457.145,5.01205e-05
6474,510.253,35.1987,456.244,5.01445e-05
6480,509.974,35.2335,455.342,5.01686e-05
6486,509.694,35.2684,454.438,5.01927e-05
6492,509.414,35.3034,453.534,5.0217e-05
6498,509.134,35.3385,452.629,5.02413e-05
6504,508.853,35.3737,451.723,5.02656e-05
6510,508.572,35.409,450.816,5.029e-05
6516,508.29,35.4444,449.909,5.03145e-05
6522,508.008,35.4799,449,5.03391e-05
6528,507.725,35.5155,448.091,5.03637e-05
6534,507.442,35.5512,447.18,5.03885e-05
6540,507.158,35.587,446.269,5.04132e-05
6546,506.874,35.6228,445.357,5.04381e-05
6552,506.589,35.6588,444.444,5.0463e-05
6558,506.304,35.6949,443.53,5.0488e-05
6564,506.018,35.7311,442.616,5.05131e-05
6570,505.732,35.7673,441.7,5.05382e-05
6576,505.445,35.8037,440.784,5.05635e-05
6582,505.157,35.8401,439.867,5.05888e-05
6588,504.869,35.8767,438.948,5.06142e-05
6594,504.581,35.9134,438.03,5.06396e-05
6600,504.292,35.9501,437.11,5.06652e-05
6606,504.002,35.987,436.189,5.06908e-05
6612,503.712,36.0239,435.268,5.07165e-05
6618,503.422,36.0609,434.346,5.07422e-05
6624,503.131,36.098,433.424,5.07681e-05
6630,502.845,36.1352,432.502,5.0794e-05
6636,502.559,36.1725,431.579,5.08195e-05
6642,502.273,36.2098,430.656,5.0845e-05
6648,501.986,36.2472,429.732,5.08706e-05
6654,501.698,36.2847,428.808,5.08962e-05
6660,501.411,36.3223,427.884,5.0922e-05
6666,501.122,36.36,426.959,5.09478e-05
6672,500.834,36.3977,426.034,5.09737e-05
6678,500.544,36.4356,425.109,5.09996e-05
6684,500.255,36.4735,424.183,5.10257e-05
6690,499.964,36.5115,423.257,5.10518e-05
6696,499.673,36.5496,422.331,5.1078e-05
6702,499.382,36.5877,421.404,5.11043e-05
6708,499.09,36.626,420.477,5.11306e-05
6714,498.798,36.6643,419.549,5.11571e-05
6720,498.505,36.7027,418.621,5.11836e-05
6726,498.211,36.7412,417.693,5.12102e-05
6732,497.917,36.7798,416.765,5.12369e-05
6738,497.622,36.8185,415.836,5.12636e-05
6744,497.327,36.8572,414.907,5.12905e-05
6750,497.031,36.8961,413.977,5.13174e-05
