time_s,max_T_C,min_T_C,max_abs_dTdt_C_per_min,conv_ramp
6756,496.735,36.935,413.048,5.13444e-05
6762,496.438,36.974,412.118,5.13716e-05
6768,496.143,37.0131,411.187,5.13988e-05
6774,495.85,37.0522,410.256,5.14258e-05
6780,495.556,37.0915,409.325,5.14527e-05
6786,495.261,37.1308,408.394,5.14797e-05
6792,494.966,37.1702,407.462,5.15068e-05
6798,494.671,37.2097,406.53,5.1534e-05
6804,494.374,37.2493,405.598,5.15613e-05
6810,494.077,37.289,404.666,5.15887e-05
6816,493.779,37.3288,403.733,5.16162e-05
6822,493.481,37.3686,402.8,5.16437e-05
6828,493.182,37.4085,401.866,5.16714e-05
6834,492.882,37.4485,400.933,5.16992e-05
6840,492.582,37.4886,399.999,5.1727e-05
6846,492.281,37.5288,399.065,5.1755e-05
6852,491.979,37.569,398.13,5.17831e-05
6858,491.676,37.6094,397.195,5.18112e-05
6864,491.373,37.6498,396.26,5.18395e-05
6870,491.072,37.6903,395.325,5.18679e-05
6876,490.774,37.7309,394.39,5.1896e-05
6882,490.474,37.7716,393.454,5.19241e-05
6888,490.174,37.8123,392.518,5.19522e-05
6894,489.873,37.8532,391.581,5.19804e-05
6900,489.571,37.8941,390.644,5.20088e-05
6906,489.269,37.9351,389.708,5.20372e-05
6912,488.966,37.9762,388.771,5.20657e-05
6918,488.662,38.0174,387.834,5.20944e-05
6924,488.357,38.0586,386.896,5.21232e-05
6930,488.052,38.0999,385.959,5.21521e-05
6936,487.745,38.1414,385.021,5.2181e-05
6942,487.438,38.1828,384.083,5.22101e-05
6948,487.13,38.2244,383.526,5.22394e-05
6954,486.822,38.2661,383.32,5.22687e-05
6960,486.512,38.3078,383.111,5.22981e-05
6966,486.202,38.3496,382.901,5.23277e-05
6972,485.891,38.3915,382.688,5.23574e-05
6978,485.579,38.4335,382.473,5.23872e-05
6984,485.266,38.4756,382.256,5.24171e-05
6990,484.952,38.5177,382.036,5.24471e-05
6996,484.638,38.56,381.814,5.24773e-05
7002,484.322,38.6023,381.59,5.25076e-05
7008,484.006,38.6447,381.363,5.2538e-05
7014,483.689,38.6871,381.134,5.25686e-05
7020,483.371,38.7297,380.903,5.25992e-05
7026,483.052,38.7723,380.669,5.263e-05
7032,482.732,38.815,380.433,5.26609e-05
7038,482.411,38.8578,380.194,5.2692e-05
7044,482.09,38.9006,379.953,5.27232e-05
7050,481.767,38.9436,379.709,5.27545e-05
7056,481.444,38.9866,379.463,5.27859e-05
7062,481.12,39.0297,379.214,5.28175e-05
7068,480.8,39.0729,378.963,5.28492e-05
7074,480.478,39.1161,378.709,5.28805e-05
7080,480.156,39.1595,378.452,5.2912e-05
7086,479.833,39.2029,378.193,5.29437e-05
7092,479.509,39.2464,377.931,5.29755e-05
7098,479.183,39.2899,377.667,5.30074e-05
7104,478.857,39.3336,377.4,5.30395e-05
7110,478.53,39.3773,377.13,5.30717e-05
7116,478.202,39.4211,376.857,5.3104e-05
7122,477.873,39.465,376.582,5.31365e-05
7128,477.543,39.5089,376.304,5.31691e-05
7134,477.211,39.553,376.023,5.32019e-05
7140,476.879,39.5971,375.739,5.32349e-05
7146,476.546,39.6412,375.453,5.3268e-05
7152,476.212,39.6855,375.163,5.33012e-05
7158,475.877,39.7298,374.871,5.33346e-05
7164,475.54,39.7742,374.576,5.33681e-05
7170,475.203,39.8187,374.279,5.34018e-05
7176,474.865,39.8632,373.978,5.34357e-05
7182,474.525,39.9078,373.674,5.34696e-05
7188,474.185,39.9525,373.368,5.35038e-05
7194,473.843,39.9972,373.058,5.35381e-05
7200,473.501,40.042,372.746,5.35726e-05
7206,473.157,40.0869,372.431,5.36072e-05
7212,472.812,40.1319,372.112,5.3642e-05
7218,472.466,40.1769,371.791,5.3677e-05
7224,472.119,40.222,371.466,5.37121e-05
7230,471.774,40.2672,371.139,5.37474e-05
7236,471.431,40.3125,370.808,5.37826e-05
7242,471.086,40.3578,370.475,5.38176e-05
7248,470.741,40.4032,370.138,5.38528e-05
7254,470.394,40.4486,369.799,5.38881e-05
7260,470.047,40.4941,369.456,5.39237e-05
7266,469.698,40.5397,369.11,5.39593e-05
7272,469.348,40.5854,368.761,5.39952e-05
7278,468.997,40.6311,368.409,5.40312e-05
7284,468.645,40.6768,368.054,5.40674e-05
7290,468.292,40.7227,367.696,5.41038e-05
7296,467.937,40.7686,367.335,5.41403e-05
7302,467.582,40.8145,366.97,5.41771e-05
7308,467.225,40.8605,366.602,5.4214e-05
7314,466.867,40.9066,366.231,5.42511e-05
7320,466.508,40.9528,365.857,5.42883e-05
7326,466.148,40.999,365.48,5.43258e-05
7332,465.786,41.0452,365.1,5.43634e-05
7338,465.424,41.0916,364.716,5.44012e-05
7344,465.06,41.1379,364.329,5.44392e-05
7350,464.695,41.1844,363.939,5.44774e-05
7356,464.329,41.2309,363.546,5.45158e-05
7362,463.961,41.2774,363.149,5.45543e-05
7368,463.593,41.324,362.749,5.45931e-05
7374,463.223,41.3707,362.346,5.4632e-05
7380,462.852,41.4174,361.94,5.46712e-05
7386,462.48,41.4642,361.53,5.47105e-05
7392,462.106,41.511,361.117,5.475e-05
7398,461.736,41.5579,360.701,5.47898e-05
7404,461.37,41.6048,360.281,5.48292e-05
7410,461.003,41.6518,359.858,5.48683e-05
7416,460.635,41.6989,359.432,5.49075e-05
7422,460.266,41.746,359.003,5.49469e-05
7428,459.895,41.7931,358.57,5.49866e-05
7434,459.523,41.8403,358.134,5.50264e-05
7440,459.15,41.8876,357.695,5.50664e-05
7446,458.776,41.9349,357.252,5.51066e-05
7452,458.4,41.9822,356.806,5.5147e-05
7458,458.024,42.0296,356.357,5.51877e-05
7464,457.646,42.077,355.905,5.52285e-05
7470,457.266,42.1245,355.449,5.52695e-05
7476,456.886,42.172,354.99,5.53108e-05
7482,456.504,42.2196,354.528,5.53522e-05
7488,456.121,42.2672,354.062,5.53939e-05
7494,455.737,42.3148,353.593,5.54357e-05
7500,455.352,42.3625,353.121,5.54778e-05
7506,454.965,42.4103,352.645,5.55201e-05
7512,454.577,42.4581,352.166,5.55626e-05
7518,454.187,42.5059,351.684,5.56054e-05
7524,453.797,42.5538,351.198,5.56483e-05
7530,453.405,42.6017,350.709,5.56915e-05
7536,453.012,42.6496,350.217,5.57348e-05
7542,452.617,42.6976,349.722,5.57785e-05
7548,452.222,42.7456,349.223,5.58223e-05
7554,451.825,42.7937,348.721,5.58663e-05
7560,451.427,42.8418,348.216,5.59106e-05
7566,451.027,42.8899,347.708,5.5955e-05
7572,450.627,42.938,347.196,5.59997e-05
7578,450.225,42.9862,346.681,5.60446e-05
7584,449.822,43.0344,346.163,5.60898e-05
7590,449.418,43.0826,345.642,5.61352e-05
7596,449.012,43.1309,345.118,5.61807e-05
7602,448.605,43.1792,344.59,5.62266e-05
7608,448.197,43.2275,344.059,5.62726e-05
7614,447.788,43.2759,343.525,5.63189e-05
7620,447.377,43.3243,342.988,5.63654e-05
7626,446.965,43.3727,342.447,5.64121e-05
7632,446.552,43.4211,341.904,5.64591e-05
7638,446.138,43.4696,341.357,5.65064e-05
7644,445.722,43.5181,340.807,5.65538e-05
7650,445.306,43.5665,340.255,5.66015e-05
7656,444.888,43.615,339.699,5.66493e-05
7662,444.47,43.6635,339.141,5.66974e-05
7668,444.05,43.7119,338.58,5.67458e-05
7674,443.629,43.7604,338.016,5.67943e-05
7680,443.208,43.8089,337.449,5.6843e-05
7686,442.785,43.8574,336.88,5.6892e-05
7692,442.361,43.9059,336.307,5.69412e-05
7698,441.936,43.9543,335.732,5.69906e-05
7704,441.51,44.0028,335.154,5.70403e-05
7710,441.083,44.0513,334.573,5.70901e-05
7716,440.655,44.0998,333.99,5.71402e-05
7722,440.227,44.1483,333.403,5.71905e-05
7728,439.803,44.1968,332.814,5.72409e-05
7734,439.381,44.2452,332.222,5.72909e-05
7740,438.957,44.2937,331.628,5.73409e-05
7746,438.533,44.3421,331.032,5.7391e-05
7752,438.108,44.3904,330.434,5.74414e-05
7758,437.682,44.4388,329.833,5.7492e-05
7764,437.255,44.4871,329.23,5.75428e-05
7770,436.828,44.5353,328.624,5.75937e-05
7776,436.4,44.5835,328.017,5.76448e-05
7782,435.971,44.6317,327.407,5.76962e-05
7788,435.542,44.6799,326.795,5.77477e-05
7794,435.112,44.728,326.181,5.77994e-05
7800,434.681,44.7761,325.565,5.78514e-05
7806,434.249,44.8241,324.947,5.79035e-05
7812,433.817,44.8721,324.327,5.79558e-05
7818,433.384,44.9201,323.704,5.80083e-05
7824,432.95,44.968,323.08,5.8061e-05
7830,432.516,45.0159,322.453,5.81139e-05
7836,432.081,45.0638,321.825,5.8167e-05
7842,431.645,45.1116,321.195,5.82203e-05
7848,431.209,45.1593,320.562,5.82737e-05
7854,430.772,45.2071,319.928,5.83274e-05
7860,430.334,45.2547,319.292,5.83813e-05
7866,429.896,45.3024,318.655,5.84353e-05
7872,429.457,45.35,318.015,5.84896e-05
7878,429.018,45.3975,317.374,5.8544e-05
7884,428.58,45.445,316.731,5.85986e-05
7890,428.145,45.4925,316.086,5.86531e-05
7896,427.71,45.5399,315.439,5.87074e-05
7902,427.273,45.5873,314.791,5.8762e-05
7908,426.836,45.6346,314.141,5.88167e-05
7914,426.399,45.6819,313.489,5.88716e-05
7920,425.961,45.7292,312.836,5.89267e-05
7926,425.523,45.7764,312.181,5.89819e-05
7932,425.084,45.8235,311.525,5.90374e-05
7938,424.644,45.8706,310.867,5.9093e-05
7944,424.204,45.9177,310.208,5.91489e-05
7950,423.764,45.9647,309.547,5.92049e-05
7956,423.323,46.0117,308.885,5.92611e-05
7962,422.881,46.0586,308.221,5.93175e-05
7968,422.439,46.1054,307.556,5.9374e-05
7974,421.997,46.1523,306.89,5.94308e-05
7980,421.554,46.199,306.222,5.94877e-05
7986,421.111,46.2457,305.553,5.95448e-05
7992,420.668,46.2924,304.883,5.96021e-05
7998,420.224,46.339,304.212,5.96596e-05
8004,419.779,46.3856,303.539,5.97173e-05
8010,419.334,46.4321,302.865,5.97751e-05
8016,418.889,46.4786,302.19,5.98331e-05
8022,418.444,46.525,301.514,5.98913e-05
8028,417.998,46.5714,300.837,5.99497e-05
8034,417.552,46.6177,300.158,6.00083e-05
8040,417.105,46.664,299.479,6.0067e-05
8046,416.658,46.7102,298.799,6.01259e-05
8052,416.213,46.7562,298.118,6.0185e-05
8058,415.799,46.7989,297.459,6.0244e-05
8064,415.396,46.8404,296.834,6.0299e-05
8070,415.058,46.8751,296.257,6.03526e-05
8076,414.715,46.9111,295.732,6.03977e-05
8082,414.441,46.9402,295.233,6.04435e-05
8088,414.12,46.9745,294.768,6.04802e-05
8094,413.856,47.0024,294.288,6.05231e-05
8100,413.536,47.0366,293.834,6.05586e-05
8106,413.274,47.0642,293.356,6.06015e-05
8112,412.955,47.0982,292.905,6.06368e-05
8118,412.695,47.1255,292.427,6.06797e-05
8124,412.378,47.1594,291.981,6.07149e-05
8130,412.119,47.1864,291.503,6.07578e-05
8136,411.803,47.2201,291.06,6.07927e-05
8142,411.547,47.2469,290.582,6.08357e-05
8148,411.231,47.2804,290.143,6.08704e-05
8154,410.977,47.3069,289.665,6.09134e-05
8160,410.662,47.3403,289.229,6.0948e-05
8166,410.41,47.3666,288.752,6.09909e-05
8172,410.096,47.3998,288.32,6.10254e-05
8178,409.846,47.4258,287.843,6.10683e-05
8184,409.533,47.4588,287.415,6.11025e-05
8190,409.285,47.4846,286.939,6.11454e-05
8196,408.973,47.5175,286.514,6.11795e-05
8202,408.727,47.543,286.038,6.12224e-05
8208,408.416,47.5758,285.617,6.12563e-05
8214,408.172,47.6011,285.141,6.12992e-05
8220,407.862,47.6336,284.724,6.1333e-05
8226,407.619,47.6587,284.248,6.13759e-05
8232,407.31,47.6911,283.835,6.14094e-05
8238,407.07,47.716,283.359,6.14523e-05
8244,406.762,47.7483,282.949,6.14857e-05
8250,406.523,47.7729,282.474,6.15286e-05
8256,406.216,47.805,282.068,6.15619e-05
8262,405.979,47.8294,281.593,6.16048e-05
8268,405.673,47.8614,281.191,6.16379e-05
8274,405.437,47.8856,280.716,6.16807e-05
8280,405.132,47.9175,280.318,6.17137e-05
8286,404.899,47.9415,279.843,6.17565e-05
8292,404.594,47.9732,279.449,6.17893e-05
8298,404.363,47.9969,278.974,6.18321e-05
8304,404.059,48.0285,278.583,6.18648e-05
8310,403.83,48.0521,278.109,6.19076e-05
8316,403.527,48.0836,277.722,6.19401e-05
8322,403.299,48.1069,277.248,6.19829e-05
8328,402.997,48.1382,276.865,6.20152e-05
8334,402.771,48.1614,276.391,6.2058e-05
8340,402.47,48.1926,276.011,6.20902e-05
8346,402.246,48.2156,275.538,6.21329e-05
8352,401.946,48.2466,275.162,6.2165e-05
8358,401.723,48.2694,274.689,6.22077e-05
8364,401.424,48.3004,274.316,6.22396e-05
8370,401.203,48.3229,273.843,6.22823e-05
8376,400.905,48.3538,273.475,6.23141e-05
8382,400.689,48.3762,273.002,6.23568e-05
8388,400.398,48.4069,272.637,6.23878e-05
8394,400.187,48.4291,272.165,6.24297e-05
8400,399.896,48.4597,271.804,6.24601e-05
8406,399.687,48.4817,271.331,6.2502e-05
8412,399.397,48.5122,270.974,6.25323e-05
8418,399.192,48.5341,270.502,6.25741e-05
8424,398.908,48.5645,270.148,6.26038e-05
8430,398.704,48.5862,269.676,6.26451e-05
8436,398.42,48.6164,269.326,6.26747e-05
8442,398.218,48.6379,268.854,6.27159e-05
8448,397.935,48.6681,268.508,6.27453e-05
8454,397.735,48.6894,268.037,6.27866e-05
8460,397.453,48.7195,267.694,6.28158e-05
8466,397.254,48.7407,267.222,6.28571e-05
8472,396.972,48.7706,266.883,6.28862e-05
8478,396.775,48.7917,266.412,6.29274e-05
8484,396.495,48.8215,266.076,6.29564e-05
8490,396.299,48.8424,265.606,6.29975e-05
8496,396.019,48.8722,265.274,6.30264e-05
8502,395.824,48.8929,264.803,6.30675e-05
8508,395.546,48.9225,264.475,6.30962e-05
8514,395.353,48.9431,264.005,6.31373e-05
8520,395.075,48.9727,263.679,6.31659e-05
8526,394.883,48.9931,263.209,6.3207e-05
8532,394.607,49.0226,262.888,6.32354e-05
8538,394.416,49.0428,262.418,6.32765e-05
8544,394.14,49.0722,262.1,6.33047e-05
8550,393.951,49.0924,261.631,6.33458e-05
8556,393.676,49.1217,261.316,6.33739e-05
8562,393.489,49.1416,260.847,6.34149e-05
8568,393.214,49.1709,260.536,6.34429e-05
8574,393.028,49.1907,260.067,6.34839e-05
8580,392.76,49.2199,259.759,6.35118e-05
8586,392.579,49.2396,259.29,6.35521e-05
8592,392.311,49.2687,258.986,6.35792e-05
8598,392.132,49.2882,258.518,6.36194e-05
8604,391.865,49.3172,258.217,6.36464e-05
8610,391.687,49.3367,257.748,6.36865e-05
8616,391.421,49.3656,257.451,6.37134e-05
8622,391.244,49.3849,256.983,6.37535e-05
8628,390.979,49.4138,256.689,6.37803e-05
8634,390.803,49.4329,256.221,6.38204e-05
8640,390.539,49.4617,255.931,6.3847e-05
8646,390.364,49.4808,255.463,6.38871e-05
8652,390.101,49.5095,255.176,6.39136e-05
8658,389.928,49.5284,254.708,6.39536e-05
8664,389.665,49.5571,254.424,6.398e-05
8670,389.493,49.5759,253.957,6.402e-05
8676,389.231,49.6045,253.677,6.40462e-05
8682,389.061,49.6232,253.209,6.40862e-05
8688,388.8,49.6518,252.932,6.41123e-05
8694,388.63,49.6703,252.465,6.41523e-05
8700,388.37,49.6988,252.192,6.41782e-05
8706,388.202,49.7173,251.725,6.42182e-05
8712,387.942,49.7458,251.454,6.4244e-05
8718,387.776,49.7641,250.988,6.4284e-05
8724,387.517,49.7925,250.72,6.43097e-05
8730,387.351,49.8107,250.254,6.43496e-05
8736,387.093,49.8391,249.99,6.43751e-05
8742,386.931,49.8572,249.524,6.4415e-05
8748,386.68,49.8855,249.263,6.444e-05
8754,386.521,49.9035,248.797,6.44789e-05
8760,386.271,49.9318,248.539,6.45036e-05
8766,386.113,49.9497,248.073,6.45424e-05
8772,385.863,49.978,247.819,6.4567e-05
8778,385.706,49.9957,247.353,6.46058e-05
8784,385.457,50.024,247.102,6.46303e-05
8790,385.302,50.0417,246.636,6.46691e-05
8796,385.054,50.0699,246.389,6.46934e-05
8802,384.899,50.0874,245.923,6.47322e-05
8808,384.651,50.1156,245.678,6.47564e-05
8814,384.498,50.1331,245.213,6.47951e-05
8820,384.251,50.1612,244.971,6.48192e-05
8826,384.099,50.1786,244.506,6.4858e-05
8832,383.853,50.2067,244.268,6.48819e-05
8838,383.701,50.224,243.802,6.49206e-05
8844,383.456,50.2521,243.567,6.49444e-05
8850,383.306,50.2693,243.102,6.49832e-05
8856,383.066,50.2974,242.87,6.50068e-05
8862,382.924,50.3145,242.405,6.50448e-05
8868,382.691,50.3426,242.176,6.50672e-05
8874,382.549,50.3596,241.711,6.51042e-05
8880,382.317,50.3876,241.485,6.51265e-05
8886,382.177,50.4046,241.02,6.51634e-05
8892,381.945,50.4326,240.797,6.51857e-05
8898,381.806,50.4495,240.333,6.52226e-05
8904,381.574,50.4775,240.113,6.52447e-05
8910,381.436,50.4942,239.648,6.52816e-05
8916,381.205,50.5223,239.431,6.53036e-05
8922,381.068,50.539,238.967,6.53404e-05
8928,380.838,50.567,238.753,6.53623e-05
8934,380.702,50.5836,238.288,6.53992e-05
8940,380.472,50.6116,238.078,6.5421e-05
8946,380.337,50.6281,237.613,6.54578e-05
8952,380.108,50.6562,237.405,6.54794e-05
8958,379.974,50.6726,236.941,6.55163e-05
8964,379.746,50.7006,236.736,6.55378e-05
8970,379.612,50.717,236.272,6.55746e-05
8976,379.384,50.7451,236.07,6.5596e-05
8982,379.252,50.7613,235.606,6.56328e-05
8988,379.025,50.7894,235.407,6.56542e-05
8994,378.894,50.8056,234.943,6.56909e-05
9000,378.667,50.8337,234.747,6.57121e-05
9006,378.536,50.8498,234.283,6.57489e-05
9012,378.31,50.8779,234.089,6.577e-05
9018,378.181,50.894,233.625,6.58067e-05
9024,377.955,50.9221,233.435,6.58277e-05
9030,377.827,50.9381,232.971,6.58645e-05
9036,377.601,50.9663,232.784,6.58854e-05
9042,377.474,50.9822,232.32,6.59221e-05
9048,377.261,51.0104,232.135,6.59428e-05
9054,377.144,51.0262,231.671,6.59776e-05
9060,376.938,51.0544,231.489,6.59966e-05
9066,376.822,51.0702,231.025,6.60304e-05
9072,376.616,51.0984,230.846,6.60493e-05
9078,376.502,51.1142,230.383,6.6083e-05
9084,376.296,51.1424,230.206,6.61018e-05
9090,376.182,51.1581,229.743,6.61356e-05
9096,375.977,51.1864,229.569,6.61543e-05
9102,375.864,51.202,229.105,6.6188e-05
9108,375.659,51.2304,228.935,6.62066e-05
9114,375.547,51.2459,228.471,6.62404e-05
9120,375.342,51.2743,228.303,6.62589e-05
9126,375.231,51.2898,227.839,6.62926e-05
9132,375.027,51.3183,227.674,6.6311e-05
9138,374.916,51.3337,227.21,6.63447e-05
9144,374.713,51.3622,227.048,6.6363e-05
9150,374.603,51.3776,226.584,6.63968e-05
9156,374.4,51.4061,226.424,6.6415e-05
9162,374.291,51.4214,225.961,6.64487e-05
9168,374.088,51.45,225.804,6.64668e-05
9174,373.979,51.4653,225.34,6.65005e-05
9180,373.777,51.4939,225.185,6.65185e-05
9186,373.669,51.5092,224.722,6.65522e-05
9192,373.478,51.5379,224.57,6.65701e-05
9198,373.377,51.5531,224.106,6.6602e-05
9204,373.186,51.5818,223.957,6.66189e-05
9210,373.086,51.597,223.493,6.66508e-05
9216,372.896,51.6258,223.347,6.66675e-05
9222,372.796,51.6409,222.883,6.66994e-05
9228,372.606,51.6698,222.739,6.67161e-05
9234,372.507,51.6848,222.275,6.67479e-05
9240,372.317,51.7138,222.134,6.67645e-05
9246,372.219,51.7288,221.67,6.67964e-05
9252,372.03,51.7578,221.531,6.68129e-05
9258,371.932,51.7728,221.067,6.68447e-05
9264,371.743,51.8019,220.931,6.68611e-05
9270,371.646,51.8169,220.467,6.6893e-05
9276,371.457,51.846,220.334,6.69093e-05
9282,371.361,51.861,219.87,6.69412e-05
9288,371.172,51.8902,219.739,6.69574e-05
9294,371.079,51.9051,219.274,6.69893e-05
9300,370.896,51.9344,219.146,6.70051e-05
9306,370.804,51.9493,218.682,6.7036e-05
9312,370.622,51.9787,218.556,6.70516e-05
9318,370.53,51.9935,218.092,6.70825e-05
9324,370.348,52.023,217.968,6.70981e-05
9330,370.257,52.0378,217.504,6.7129e-05
9336,370.075,52.0674,217.383,6.71445e-05
9342,369.985,52.0821,216.918,6.71754e-05
9348,369.803,52.1118,216.8,6.71908e-05
9354,369.713,52.1265,216.335,6.72217e-05
9360,369.532,52.1563,216.219,6.7237e-05
9366,369.443,52.171,215.755,6.7268e-05
9372,369.268,52.2009,215.641,6.72832e-05
9378,369.184,52.2156,215.177,6.73129e-05
9384,369.01,52.2456,215.065,6.73274e-05
9390,368.926,52.2602,214.601,6.73571e-05
9396,368.752,52.2903,214.492,6.73716e-05
9402,368.669,52.3049,214.027,6.74013e-05
9408,368.496,52.3351,213.921,6.74156e-05
9414,368.412,52.3497,213.456,6.74453e-05
9420,368.239,52.3801,213.352,6.74596e-05
9426,368.157,52.3946,212.887,6.74893e-05
9432,367.984,52.4251,212.785,6.75036e-05
9438,367.902,52.4396,212.32,6.75333e-05
9444,367.731,52.4702,212.221,6.75474e-05
9450,367.652,52.4847,211.756,6.75769e-05
9456,367.485,52.5154,211.659,6.75906e-05
9462,367.406,52.5299,211.194,6.76194e-05
9468,367.239,52.5607,211.099,6.7633e-05
9474,367.161,52.5752,210.634,6.76619e-05
9480,366.994,52.6061,210.541,6.76754e-05
9486,366.916,52.6206,210.076,6.77043e-05
9492,366.75,52.6517,209.986,6.77177e-05
9498,366.672,52.6661,209.52,6.77466e-05
9504,366.506,52.6973,209.432,6.776e-05
9510,366.429,52.7117,208.967,6.77889e-05
9516,366.263,52.7431,208.881,6.78022e-05
9522,366.191,52.7575,208.415,6.78311e-05
9528,366.034,52.789,208.332,6.78436e-05
9534,365.963,52.8034,207.866,6.78709e-05
9540,365.806,52.8351,207.785,6.78833e-05
9546,365.735,52.8495,207.319,6.79107e-05
9552,365.579,52.8813,207.24,6.7923e-05
9558,365.508,52.8956,206.774,6.79504e-05
9564,365.351,52.9276,206.698,6.79627e-05
9570,365.281,52.9419,206.231,6.79901e-05
9576,365.125,52.9741,206.157,6.80023e-05
9582,365.057,52.9884,205.691,6.80297e-05
9588,364.904,53.0207,205.619,6.80416e-05
9594,364.837,53.035,205.152,6.80683e-05
9600,364.685,53.0675,205.082,6.80801e-05
9606,364.618,53.0818,204.615,6.81068e-05
9612,364.465,53.1144,204.547,6.81186e-05
9618,364.399,53.1287,204.081,6.81453e-05
9624,364.247,53.1615,204.015,6.8157e-05
9630,364.18,53.1758,203.548,6.81838e-05
9636,364.028,53.2087,203.484,6.81955e-05
9642,363.962,53.223,203.017,6.82223e-05
9648,363.81,53.2562,202.956,6.82339e-05
9654,363.746,53.2705,202.489,6.82608e-05
9660,363.6,53.3038,202.429,6.82721e-05
9666,363.541,53.3181,201.962,6.82979e-05
9672,363.403,53.3516,201.905,6.83083e-05
9678,363.344,53.3658,201.437,6.83327e-05
9684,363.206,53.3995,201.382,6.83431e-05
9690,363.148,53.4138,200.914,6.83675e-05
9696,363.009,53.4477,200.861,6.83778e-05
9702,362.951,53.462,200.393,6.84023e-05
9708,362.813,53.496,200.343,6.84126e-05
9714,362.755,53.5103,199.875,6.84372e-05
9720,362.617,53.5446,199.826,6.84474e-05
9726,362.559,53.5589,199.357,6.8472e-05
9732,362.421,53.5933,199.311,6.84822e-05
9738,362.364,53.6076,198.842,6.85068e-05
9744,362.225,53.6423,198.797,6.8517e-05
9750,362.168,53.6566,198.329,6.85416e-05
9756,362.037,53.6915,198.286,6.85518e-05
9762,361.987,53.7058,197.817,6.85752e-05
9768,361.865,53.7409,197.777,6.85841e-05
9774,361.815,53.7551,197.308,6.86059e-05
9780,361.693,53.7905,197.269,6.86147e-05
9786,361.644,53.8048,196.8,6.86366e-05
9792,361.521,53.8403,196.763,6.86454e-05
9798,361.472,53.8546,196.294,6.86673e-05
9804,361.349,53.8903,196.259,6.86761e-05
9810,361.3,53.9047,195.79,6.86981e-05
9816,361.177,53.9406,195.757,6.87068e-05
9822,361.129,53.955,195.287,6.87288e-05
9828,361.013,53.9912,195.256,6.87376e-05
9834,360.968,54.0055,194.786,6.87582e-05
9840,360.852,54.0419,194.757,6.87664e-05
9846,360.807,54.0563,194.287,6.87871e-05
9852,360.691,54.093,194.26,6.87952e-05
9858,360.646,54.1073,193.79,6.8816e-05
9864,360.53,54.1442,193.765,6.88241e-05
9870,360.486,54.1586,193.295,6.88449e-05
9876,360.37,54.1958,193.272,6.8853e-05
9882,360.328,54.2101,192.801,6.88739e-05
9888,360.222,54.2475,192.78,6.88814e-05
9894,360.183,54.2619,192.309,6.89004e-05
9900,360.079,54.2996,192.289,6.89076e-05
9906,360.04,54.314,191.819,6.89262e-05
9912,359.936,54.3519,191.801,6.89333e-05
9918,359.896,54.3663,191.33,6.89521e-05
9924,359.794,54.4045,191.314,6.89592e-05
9930,359.756,54.4189,190.843,6.89777e-05
9936,359.655,54.4574,190.829,6.89846e-05
9942,359.617,54.4718,190.358,6.90028e-05
9948,359.516,54.5106,190.346,6.90096e-05
9954,359.478,54.525,189.874,6.90279e-05
9960,359.379,54.564,189.864,6.90347e-05
9966,359.342,54.5785,189.392,6.90527e-05
9972,359.243,54.6177,189.383,6.90593e-05
9978,359.206,54.6322,188.911,6.90774e-05
9984,359.106,54.6718,188.905,6.9084e-05
9990,359.07,54.6863,188.432,6.91021e-05
9996,358.972,54.7261,188.428,6.91087e-05
10002,358.938,54.7406,187.955,6.91265e-05
10008,358.843,54.7808,187.952,6.91327e-05
10014,358.809,54.7953,187.479,6.91499e-05
10020,358.717,54.8357,187.478,6.9156e-05
10026,358.686,54.8503,187.005,6.91729e-05
10032,358.598,54.891,187.006,6.91785e-05
10038,358.567,54.9056,186.533,6.91944e-05
10044,358.479,54.9466,186.535,6.92001e-05
10050,358.448,54.9612,186.062,6.92161e-05
10056,358.36,55.0026,186.066,6.92217e-05
10062,358.329,55.0172,185.592,6.92378e-05
10068,358.251,55.0588,185.598,6.92435e-05
10074,358.224,55.0735,185.124,6.92577e-05
10080,358.147,55.1154,185.132,6.92626e-05
10086,358.12,55.1301,184.658,6.92767e-05
10092,358.042,55.1724,184.667,6.92816e-05
10098,358.015,55.187,184.193,6.92958e-05
10104,357.941,55.2296,184.204,6.93007e-05
10110,357.915,55.2443,183.73,6.93143e-05
10116,357.84,55.2873,183.742,6.9319e-05
10122,357.815,55.302,183.268,6.93326e-05
10128,357.74,55.3453,183.282,6.93373e-05
10134,357.716,55.36,182.807,6.9351e-05
10140,357.648,55.4036,182.823,6.93553e-05
10146,357.624,55.4184,182.348,6.93679e-05
10152,357.556,55.4623,182.366,6.93721e-05
10158,357.534,55.4771,181.891,6.93847e-05
10164,357.469,55.5214,181.91,6.93886e-05
10170,357.447,55.5362,181.435,6.94005e-05
10176,357.382,55.5809,181.456,6.94045e-05
10182,357.36,55.5957,180.98,6.94165e-05
10188,357.3,55.6407,181.003,6.94204e-05
10194,357.279,55.6556,180.527,6.94316e-05
10200,357.218,55.701,180.551,6.94353e-05
10206,357.197,55.7159,180.075,6.94466e-05
10212,357.14,55.7616,180.101,6.94503e-05
10218,357.122,55.7765,179.625,6.94608e-05
10224,357.064,55.8226,179.652,6.94642e-05
10230,357.046,55.8376,179.176,6.94747e-05
10236,356.992,55.884,179.205,6.94782e-05
10242,356.975,55.899,178.728,6.94881e-05
10248,356.922,55.9458,178.759,6.94912e-05
10254,356.906,55.9609,178.282,6.95009e-05
