time,step,wp_Tmin,wp_Tmax,wp_Tavg,wp_umax,wp_svm_max,wp_epspl_max,wp_contact_pmax,wp_contact_count
1.900000000000102e-06,38,3.000000000000000e+02,3.262085644655108e+02,3.000080775704982e+02,3.678543206015449e-06,1.221809922926278e+09,6.414150960801590e-02,1.804283164794970e+14,3
1.950000000000088e-06,39,3.000000000000000e+02,3.267758739118228e+02,3.000088805571929e+02,3.794046146933186e-06,1.230977653097822e+09,6.544124723440502e-02,1.802497875371788e+14,3
2.000000000000070e-06,40,3.000000000000000e+02,3.273548126207821e+02,3.000097869871161e+02,3.913956102025923e-06,1.240091384178641e+09,6.675279338286609e-02,1.794419082463977e+14,3
2.050000000000053e-06,41,3.000000000000000e+02,3.279236264988522e+02,3.000107548678226e+02,4.035572598629073e-06,1.246457748743848e+09,6.803293120859391e-02,1.774979796667997e+14,3
2.100000000000035e-06,42,3.000000000000000e+02,3.284158999452072e+02,3.000116773288020e+02,4.154132970551293e-06,1.249292686092292e+09,6.914499566796192e-02,1.747622165298391e+14,4
2.150000000000018e-06,43,3.000000000000000e+02,3.287701875742881e+02,3.000123664179633e+02,4.262746127455508e-06,1.238540814635775e+09,6.996429719790764e-02,1.705552548766182e+14,4
2.200000000000001e-06,44,3.000000000000000e+02,3.289914929095571e+02,3.000128517671309e+02,4.361663635490355e-06,1.231543867257720e+09,7.049371595386210e-02,1.692715843606428e+14,4
2.249999999999983e-06,45,3.000000000000000e+02,3.294244636193880e+02,3.000132512247959e+02,4.457915305549075e-06,1.226728285501846e+09,7.190847954323600e-02,1.717749148983211e+14,4
2.299999999999966e-06,46,3.000000000000000e+02,3.299590431339678e+02,3.000136070114256e+02,4.553755536441382e-06,1.225119339490304e+09,7.318948222902351e-02,1.743009522730622e+14,4
2.349999999999948e-06,47,3.000000000000000e+02,3.304735212779293e+02,3.000139644952469e+02,4.649013504349504e-06,1.227447633891832e+09,7.442447655496412e-02,1.769968288930456e+14,4
2.399999999999931e-06,48,3.000000000000000e+02,3.310305238050736e+02,3.000143711183284e+02,4.742963820383962e-06,1.233087184910428e+09,7.575650745975226e-02,1.803756140987919e+14,4
2.449999999999913e-06,49,3.000000000000000e+02,3.316647708996379e+02,3.000148831510727e+02,4.838715838039924e-06,1.237432836075944e+09,7.726148611415738e-02,1.835521989263403e+14,4
2.499999999999896e-06,50,3.000000000000000e+02,3.323146398117278e+02,3.000155385767011e+02,4.937289659060622e-06,1.239685815284649e+09,7.879550159613023e-02,1.859913235983203e+14,4
2.549999999999879e-06,51,3.000000000000000e+02,3.330070906522292e+02,3.000163674916637e+02,5.039693019451251e-06,1.244169819164356e+09,8.041700219328497e-02,1.879861644166103e+14,4
2.599999999999861e-06,52,3.000000000000000e+02,3.337414760956771e+02,3.000173482624832e+02,5.146280657868963e-06,1.246707402685652e+09,8.212186683320327e-02,1.892022746459079e+14,4
2.649999999999844e-06,53,3.000000000000000e+02,3.344472652603448e+02,3.000184238661424e+02,5.254747844614219e-06,1.247918518656061e+09,8.375971273680285e-02,1.900262175394692e+14,4
2.699999999999826e-06,54,3.000000000000000e+02,3.351844069995450e+02,3.000196050570314e+02,5.367775998667025e-06,1.250546197017810e+09,8.545069056142009e-02,1.902204375429901e+14,4
2.749999999999809e-06,55,3.000000000000000e+02,3.359118014375873e+02,3.000208333636503e+02,5.482391573792962e-06,1.250486636816063e+09,8.711190788824204e-02,1.896370085892815e+14,4
2.799999999999792e-06,56,3.000000000000000e+02,3.365514011953239e+02,3.000220017311020e+02,5.593971540222989e-06,1.246923172957680e+09,8.858381757095653e-02,1.881795257616492e+14,4
2.849999999999774e-06,57,3.000000000000000e+02,3.370782625867878e+02,3.000230326079976e+02,5.697890940532531e-06,1.240784371139475e+09,8.981991046870978e-02,1.856726480180406e+14,5
2.899999999999757e-06,58,3.000000000000000e+02,3.374530700766766e+02,3.000238293977866e+02,5.793268505762544e-06,1.231331452459291e+09,9.072939109237335e-02,1.837631117557724e+14,5
2.949999999999739e-06,59,3.000000000000000e+02,3.377321105714024e+02,3.000245080081820e+02,5.886821092056924e-06,1.225197061730371e+09,9.142171014828043e-02,1.826271959575230e+14,5
2.999999999999722e-06,60,3.000000000000000e+02,3.379698733300995e+02,3.000251409842843e+02,5.979917232252762e-06,1.223773983355567e+09,9.201890172082154e-02,1.822746526788095e+14,5
3.049999999999704e-06,61,3.000000000000000e+02,3.382041273222879e+02,3.000257914315642e+02,6.072699517022143e-06,1.225377073744687e+09,9.260656582035821e-02,1.820761765590322e+14,5
3.099999999999687e-06,62,3.000000000000000e+02,3.384591258099882e+02,3.000265074234644e+02,6.164239533876307e-06,1.229568851889513e+09,9.324113137665926e-02,1.822805466391393e+14,5
3.149999999999670e-06,63,3.000000000000000e+02,3.387527691421521e+02,3.000273336393761e+02,6.256138439907516e-06,1.233986489539056e+09,9.396342087545775e-02,1.826334356812676e+14,5
3.199999999999652e-06,64,3.000000000000000e+02,3.390623048552946e+02,3.000282679524288e+02,6.349175291836729e-06,1.234831547296591e+09,9.471864592789167e-02,1.835849684517130e+14,5
3.249999999999635e-06,65,3.000000000000000e+02,3.393798965526749e+02,3.000293167880457e+02,6.444223896285921e-06,1.236899194562291e+09,9.548764847054121e-02,1.844696234290955e+14,5
3.299999999999617e-06,66,3.000000000000000e+02,3.397173310154502e+02,3.000305066223830e+02,6.542914502226702e-06,1.239237048578222e+09,9.629524914915570e-02,1.850880583372427e+14,5
3.349999999999600e-06,67,3.000000000000000e+02,3.400756503659047e+02,3.000318400206067e+02,6.645750361890196e-06,1.242181700034860e+09,9.714159439692470e-02,1.854135431364416e+14,5
3.399999999999582e-06,68,3.000000000000000e+02,3.404617248906562e+02,3.000333278399198e+02,6.752556793828879e-06,1.244736665085089e+09,9.804237195223384e-02,1.859443894145607e+14,5
3.449999999999565e-06,69,3.000000000000000e+02,3.408651441737561e+02,3.000349077836950e+02,6.860639774048480e-06,1.246054735180070e+09,9.897779305965541e-02,1.865234009321579e+14,5
3.499999999999548e-06,70,3.000000000000000e+02,3.412566112731596e+02,3.000364632347996e+02,6.967688133306351e-06,1.245105376756864e+09,9.988852675370265e-02,1.868650885357987e+14,5
3.549999999999530e-06,71,3.000000000000000e+02,3.416138413432870e+02,3.000378257432720e+02,7.070077605205587e-06,1.241492238335479e+09,1.007331598999699e-01,1.857996773655990e+14,6
3.599999999999513e-06,72,3.000000000000000e+02,3.418985305648429e+02,3.000389184377887e+02,7.167199162358890e-06,1.235873121820039e+09,1.014263286794271e-01,1.848876504427549e+14,6
3.649999999999495e-06,73,3.000000000000000e+02,3.421369988883726e+02,3.000398840313503e+02,7.263244800417226e-06,1.232257733055948e+09,1.020164835041911e-01,1.843606961537775e+14,6
3.699999999999478e-06,74,3.000000000000000e+02,3.423542901287756e+02,3.000408014366159e+02,7.358634930040713e-06,1.231652643719993e+09,1.025574551152694e-01,1.843636115251285e+14,6
3.749999999999461e-06,75,3.000000000000000e+02,3.425722925414370e+02,3.000417404969257e+02,7.454017090829924e-06,1.233188198163575e+09,1.030997573310828e-01,1.843957984477909e+14,6
3.799999999999443e-06,76,3.000000000000000e+02,3.428037760954826e+02,3.000427508655582e+02,7.547400824062526e-06,1.236450060515387e+09,1.036757375739952e-01,1.847861701259198e+14,6
3.849999999999456e-06,77,3.000000000000000e+02,3.430572813167319e+02,3.000439222314594e+02,7.641674068216373e-06,1.239260117743505e+09,1.043010970706209e-01,1.853150429771471e+14,6
3.899999999999481e-06,78,3.000000000000000e+02,3.433232507450104e+02,3.000452327544293e+02,7.739337230580281e-06,1.240568289183594e+09,1.049503597159735e-01,1.855027442549569e+14,6
3.949999999999506e-06,79,3.000000000000000e+02,3.436019616011333e+02,3.000466755565985e+02,7.840818971668494e-06,1.242710762876520e+09,1.056231733014484e-01,1.855779000270930e+14,6
3.999999999999531e-06,80,3.000000000000000e+02,3.438962093569015e+02,3.000482473643447e+02,7.945422222217027e-06,1.244757397967269e+09,1.063254731661248e-01,1.855397002141491e+14,6
4.049999999999555e-06,81,3.000000000000000e+02,3.442114047859507e+02,3.000499751340168e+02,8.053107018996693e-06,1.247752720617067e+09,1.070688324260309e-01,1.857077901797808e+14,6
4.099999999999580e-06,82,3.000000000000000e+02,3.445514565775378e+02,3.000518963586380e+02,8.164769348189595e-06,1.250282984624238e+09,1.078600008270837e-01,1.857307430816156e+14,6
4.149999999999605e-06,83,3.000000000000000e+02,3.449100219791073e+02,3.000539642135881e+02,8.278116628013275e-06,1.251960448246684e+09,1.086883063803079e-01,1.854955936864632e+14,6
4.199999999999630e-06,84,3.000000000000000e+02,3.452693476542466e+02,3.000559249302870e+02,8.389151475716929e-06,1.251853331887296e+09,1.095247297292578e-01,1.840872754802593e+14,7
4.249999999999655e-06,85,3.000000000000000e+02,3.455876065921293e+02,3.000575153517131e+02,8.492260526251798e-06,1.248397292284139e+09,1.102857526779905e-01,1.827829754281600e+14,7
4.299999999999680e-06,86,3.000000000000000e+02,3.458661017554469e+02,3.000589251040861e+02,8.592639716459034e-06,1.245570280288426e+09,1.109620613297757e-01,1.819835496074408e+14,7
4.349999999999705e-06,87,3.000000000000000e+02,3.461186163577045e+02,3.000602332549453e+02,8.691589573152169e-06,1.243478542997109e+09,1.115812444618010e-01,1.813852566046157e+14,7
4.399999999999730e-06,88,3.000000000000000e+02,3.463538580318496e+02,3.000614891739289e+02,8.789855314511601e-06,1.242516221469864e+09,1.121618073578578e-01,1.810584341914916e+14,7
4.449999999999755e-06,89,3.000000000000000e+02,3.465810503407101e+02,3.000627892423747e+02,8.887134284503378e-06,1.242535920411759e+09,1.127255357842131e-01,1.809501087991702e+14,7
4.499999999999780e-06,90,3.000000000000000e+02,3.468101708946703e+02,3.000641921214171e+02,8.982211787341558e-06,1.244278465165694e+09,1.132957768795956e-01,1.811069344115850e+14,7
4.549999999999805e-06,91,3.000000000000000e+02,3.470483620226943e+02,3.000657424209891e+02,9.077507946876654e-06,1.246006514384778e+09,1.138861141671747e-01,1.814870790202914e+14,7
4.599999999999830e-06,92,3.000000000000000e+02,3.473022587530708e+02,3.000674863216364e+02,9.174519470488139e-06,1.248471810168795e+09,1.145079428209762e-01,1.819434705234685e+14,7
4.649999999999855e-06,93,3.000000000000000e+02,3.475714108640626e+02,3.000694126212156e+02,9.275094488707074e-06,1.249953615704699e+09,1.151588725628632e-01,1.827313359567293e+14,7
4.699999999999880e-06,94,3.000000000000000e+02,3.478503233161667e+02,3.000715124467532e+02,9.378616130122305e-06,1.251476365971230e+09,1.158254032941218e-01,1.835269624481547e+14,7
4.749999999999905e-06,95,3.000000000000000e+02,3.481441859594951e+02,3.000738030221578e+02,9.484577585320032e-06,1.253758168736349e+09,1.165210971976471e-01,1.841038400167854e+14,7
4.799999999999929e-06,96,3.000000000000000e+02,3.484563135617838e+02,3.000762685740128e+02,9.592693003810603e-06,1.255971693401892e+09,1.172539500295238e-01,1.846926671787694e+14,8
4.849999999999954e-06,97,3.000000000000000e+02,3.487764645002198e+02,3.000785328423414e+02,9.696673574839188e-06,1.256135612347140e+09,1.180134734911279e-01,1.833240769239621e+14,8
4.899999999999979e-06,98,3.000000000000000e+02,3.490676874587006e+02,3.000805130492500e+02,9.797106029629715e-06,1.253411058590470e+09,1.187171175836356e-01,1.826663663969492e+14,8
4.950000000000004e-06,99,3.000000000000000e+02,3.493243656675851e+02,3.000822762370605e+02,9.895073199299426e-06,1.250378414740595e+09,1.193483558712380e-01,1.821930944502301e+14,8
5.000000000000029e-06,100,3.000000000000000e+02,3.495526555962849e+02,3.000838746149910e+02,9.991391409857360e-06,1.248215462338910e+09,1.199189703213530e-01,1.819588519478573e+14,8
5.050000000000054e-06,101,3.000000000000000e+02,3.497635796793427e+02,3.000853828126116e+02,1.008503296589899e-05,1.246926392206647e+09,1.204539541809651e-01,1.817224792926219e+14,8
5.100000000000079e-06,102,3.000000000000000e+02,3.499672232731899e+02,3.000868702529230e+02,1.017519016818239e-05,1.247089217298834e+09,1.209755373671561e-01,1.817585247893114e+14,8
5.150000000000104e-06,103,3.000000000000000e+02,3.501686917568915e+02,3.000884317186646e+02,1.026421943324074e-05,1.247321602893103e+09,1.214928268553408e-01,1.819722177700807e+14,8
5.200000000000129e-06,104,3.000000000000000e+02,3.503754459839816e+02,3.000901694143460e+02,1.035403634828851e-05,1.249781389849022e+09,1.220202305871609e-01,1.825286027588662e+14,8
5.250000000000154e-06,105,3.000000000000000e+02,3.506018929017161e+02,3.000921595480486e+02,1.044583623943178e-05,1.252606686086753e+09,1.225892749831852e-01,1.838438746806154e+14,8
5.300000000000179e-06,106,3.000000000000000e+02,3.508475118898176e+02,3.000944100705531e+02,1.054204141729418e-05,1.254908306510910e+09,1.231959695116824e-01,1.851842516249866e+14,8
5.350000000000204e-06,107,3.000000000000000e+02,3.511083459465582e+02,3.000969160031273e+02,1.064259093445349e-05,1.256645674710586e+09,1.238303892741933e-01,1.865414739496672e+14,8
5.400000000000229e-06,108,3.000000000000000e+02,3.513785732376754e+02,3.000996234111437e+02,1.074573722945424e-05,1.257893776723707e+09,1.244813368913225e-01,1.878053491385788e+14,8
5.450000000000254e-06,109,3.000000000000000e+02,3.516533840227468e+02,3.001024451427621e+02,1.085086084954551e-05,1.258623831937151e+09,1.251408806064361e-01,1.883531326818247e+14,9
5.500000000000279e-06,110,3.000000000000000e+02,3.519329336017765e+02,3.001050845416017e+02,1.095367724253024e-05,1.259421045991374e+09,1.258182528657839e-01,1.875934964994678e+14,9
5.550000000000303e-06,111,3.000000000000000e+02,3.521932807316725e+02,3.001074627346180e+02,1.105378676775216e-05,1.256817258740409e+09,1.264602174508269e-01,1.870039461516258e+14,9
5.600000000000328e-06,112,3.000000000000000e+02,3.524188761440491e+02,3.001095786690420e+02,1.115174872342468e-05,1.252727983669822e+09,1.270289884494040e-01,1.863020521843661e+14,9
5.650000000000353e-06,113,3.000000000000000e+02,3.526090640250190e+02,3.001114456542297e+02,1.124664505130740e-05,1.248872087678465e+09,1.275224119834952e-01,1.857801975844379e+14,9
5.700000000000378e-06,114,3.000000000000000e+02,3.527795466316627e+02,3.001131965527778e+02,1.134027776249951e-05,1.247250643791784e+09,1.279742896477150e-01,1.855381043308248e+14,9
5.750000000000403e-06,115,3.000000000000000e+02,3.529412346987897e+02,3.001149533688351e+02,1.143173681166187e-05,1.246842559169820e+09,1.284070613890876e-01,1.855829628266054e+14,9
5.800000000000428e-06,116,3.000000000000000e+02,3.531032699620498e+02,3.001168414180261e+02,1.152250189918598e-05,1.248128707904228e+09,1.288408394639622e-01,1.859829990361260e+14,9
5.850000000000453e-06,117,3.000000000000000e+02,3.532766631704974e+02,3.001190194670455e+02,1.161434611751108e-05,1.251000038606961e+09,1.292989210734455e-01,1.865848930558022e+14,9
5.900000000000478e-06,118,3.000000000000000e+02,3.534678521678305e+02,3.001215287871050e+02,1.170828196810448e-05,1.253993704129982e+09,1.297939712400610e-01,1.871785877962427e+14,9
5.950000000000503e-06,119,3.000000000000000e+02,3.536767505834478e+02,3.001243766470189e+02,1.180677308828872e-05,1.255694287441666e+09,1.303222345223796e-01,1.873426898799270e+14,9
6.000000000000528e-06,120,3.000000000000000e+02,3.538967185104738e+02,3.001274704942082e+02,1.190867981065713e-05,1.257043678876564e+09,1.308690625271066e-01,1.873407314481670e+14,9
6.050000000000553e-06,121,3.000000000000000e+02,3.541229635228642e+02,3.001307295088594e+02,1.201395852801856e-05,1.257748648110207e+09,1.314256490923680e-01,1.872887490779716e+14,9
6.100000000000578e-06,122,3.000000000000000e+02,3.543474827293145e+02,3.001339905928539e+02,1.212084740019644e-05,1.258530896661719e+09,1.319770611667282e-01,1.870238955108873e+14,10
6.150000000000603e-06,123,3.000000000000000e+02,3.545687960707504e+02,3.001369398694076e+02,1.222358328914259e-05,1.257781600950655e+09,1.325312155736312e-01,1.868495716499819e+14,10
6.200000000000628e-06,124,3.000000000000000e+02,3.547702245405029e+02,3.001396316442746e+02,1.232362806761549e-05,1.254635303823727e+09,1.330475459158350e-01,1.864418714758060e+14,10
6.250000000000653e-06,125,3.000000000000000e+02,3.549453402894239e+02,3.001420643559942e+02,1.242098592077895e-05,1.251385982255807e+09,1.335100669781912e-01,1.861499595511227e+14,10
6.300000000000677e-06,126,3.000000000000000e+02,3.550982002893871e+02,3.001443206350723e+02,1.251696737542849e-05,1.248707973187426e+09,1.339258726930953e-01,1.859311737787875e+14,10
6.350000000000702e-06,127,3.000000000000000e+02,3.552370782529476e+02,3.001465185417886e+02,1.261148558661252e-05,1.247021350912051e+09,1.343116059243213e-01,1.858309881913556e+14,10
6.400000000000727e-06,128,3.000000000000000e+02,3.553709811323466e+02,3.001487920546384e+02,1.270551042981989e-05,1.246884516081827e+09,1.346854312785345e-01,1.859685278163683e+14,10
6.450000000000752e-06,129,3.000000000000000e+02,3.555063922233773e+02,3.001512745395456e+02,1.279889897552047e-05,1.248488976099941e+09,1.350612160374557e-01,1.864105791152598e+14,10
6.500000000000777e-06,130,3.000000000000000e+02,3.556543146933744e+02,3.001540793512973e+02,1.289180734184434e-05,1.251661193052328e+09,1.354645046815880e-01,1.869488948426798e+14,10
6.550000000000802e-06,131,3.000000000000000e+02,3.558187555742996e+02,3.001572178856784e+02,1.298599235495839e-05,1.254537042654047e+09,1.359024255306199e-01,1.875964485699451e+14,10
6.600000000000827e-06,132,3.000000000000000e+02,3.559944848548803e+02,3.001606566437885e+02,1.308207581111889e-05,1.255495879247482e+09,1.363622181869373e-01,1.880769357207404e+14,10
6.650000000000852e-06,133,3.000000000000000e+02,3.561775055105916e+02,3.001642848462050e+02,1.318075111079948e-05,1.256502642656100e+09,1.368343223002565e-01,1.884412767553946e+14,10
6.700000000000877e-06,134,3.000000000000000e+02,3.563620904828584e+02,3.001679739593366e+02,1.328068228356762e-05,1.256822012845723e+09,1.373083977941985e-01,1.887490255520915e+14,10
6.750000000000902e-06,135,3.000000000000000e+02,3.565444595799549e+02,3.001715846457686e+02,1.338151776753590e-05,1.257495501614257e+09,1.377779975978415e-01,1.887645514577141e+14,11
6.800000000000927e-06,136,3.000000000000000e+02,3.567215826375440e+02,3.001749207154536e+02,1.347893545150274e-05,1.255980265215328e+09,1.382431884612872e-01,1.885060654109786e+14,11
6.850000000000952e-06,137,3.000000000000000e+02,3.568803053561793e+02,3.001779968430524e+02,1.357416043261875e-05,1.252826250888277e+09,1.386727455694925e-01,1.880818812066693e+14,11
6.900000000000977e-06,138,3.000000000000000e+02,3.570158646856642e+02,3.001808102249249e+02,1.366690774152363e-05,1.249226983305738e+09,1.390550995810183e-01,1.877468504683142e+14,11
6.950000000001002e-06,139,3.000000000000000e+02,3.571335502725868e+02,3.001834956463172e+02,1.375859476732156e-05,1.246681639867393e+09,1.394002475882735e-01,1.873368223610935e+14,11
7.000000000001026e-06,140,3.000000000000000e+02,3.572417912759019e+02,3.001861774531536e+02,1.384901340404177e-05,1.245510415049733e+09,1.397242635652982e-01,1.873061770771551e+14,11
7.050000000001051e-06,141,3.000000000000000e+02,3.573472829706618e+02,3.001889533823353e+02,1.393832569580907e-05,1.245418725520223e+09,1.400402463048177e-01,1.874299183128940e+14,11
7.100000000001076e-06,142,3.000000000000000e+02,3.574562534161342e+02,3.001919553226383e+02,1.402792013459943e-05,1.247214553767342e+09,1.403621722122481e-01,1.879102285233547e+14,11
7.150000000001101e-06,143,2.999999999998821e+02,3.575723491564065e+02,3.001952501007290e+02,1.411624532890588e-05,1.249209790897395e+09,1.407004639640497e-01,1.882847914582397e+14,11
7.200000000001126e-06,144,2.999999999998821e+02,3.576985410015093e+02,3.001988358276661e+02,1.420547646723561e-05,1.251606935670560e+09,1.410611932268293e-01,1.888679395419709e+14,11
7.250000000001151e-06,145,2.999999999998821e+02,3.578309841448412e+02,3.002026434361427e+02,1.429547146957050e-05,1.252132621639646e+09,1.414338689067485e-01,1.891851409661292e+14,11
7.300000000001176e-06,146,2.999999999998821e+02,3.579663964499957e+02,3.002065366828602e+02,1.438660389950366e-05,1.252971405404300e+09,1.418116946245142e-01,1.895220939207001e+14,11
7.350000000001201e-06,147,2.999999999998821e+02,3.581014430660976e+02,3.002104673471862e+02,1.447983542829819e-05,1.252300071518161e+09,1.421879509900343e-01,1.897902508402129e+14,11
7.400000000001226e-06,148,2.999999999998821e+02,3.582308105753615e+02,3.002144107942688e+02,1.457453627666588e-05,1.251570149367639e+09,1.425502353761834e-01,1.900120273258480e+14,12
7.450000000001251e-06,149,2.999999999998821e+02,3.583581545424016e+02,3.002182635724658e+02,1.467033048215349e-05,1.251601654199703e+09,1.429092722533643e-01,1.900183668297733e+14,12
